,login,score(oc),level(oc),score(cj),level(cj),score(j),level(j),score(g),level(g),score(js),level(js),score(s),level(s)
0,akiselev,7.667087149045418,1,7.667087149045418,1,7.667087149045418,1,7.667087149045418,1,7.667087149045418,1,7.667087149045418,1
0,ranquild,0.6964814227945376,1,0.6964814227945376,1,0.6964814227945376,1,0.6964814227945376,1,0.6964814227945376,1,0.6964814227945376,1
0,kulyk,3.3481849060014697,1,3.3481849060014697,1,3.3481849060014697,1,3.3481849060014697,1,3.4983855739771643,1,3.3481849060014697,1
0,WiNloSt,22.828391110774767,2,22.828391110774767,2,22.828391110774767,2,22.828391110774767,2,22.828391110774767,2,22.828391110774767,2
0,nemanjaglumac,25.310992712521283,2,125.31099271252128,5,25.37914415848683,2,25.310992712521283,2,92.36771228596773,5,25.310992712521283,2
0,noahmoss,8.293273979389758,1,8.293273979389758,1,8.293273979389758,1,8.293273979389758,1,8.293273979389758,1,8.293273979389758,1
0,alxnddr,2.9026546645465676,1,2.9026546645465676,1,2.9026546645465676,1,2.9026546645465676,1,2.9026546645465676,1,2.9026546645465676,1
0,gusaiani,47.33405154345255,3,47.33405154345255,3,47.33405154345255,3,47.33405154345255,3,47.33405154345255,3,47.33405154345255,3
0,jeff303,7.968270481550076,1,7.968270481550076,1,8.14389053914249,1,7.968270481550076,1,7.968270481550076,1,7.968270481550076,1
0,howonlee,36.37895289351411,2,36.37895289351411,2,36.37895289351411,2,36.37895289351411,2,36.37895289351411,2,36.37895289351411,2
0,ariya,99.79146337919641,5,99.79146337919641,5,99.79146337919641,5,99.79146337919641,5,99.8996152524785,5,99.79146337919641,5
0,camsaul,25.84285903486876,2,26.648335449583723,2,25.84285903486876,2,25.84285903486876,2,25.84285903486876,2,25.84285903486876,2
0,adam-james-v,10.420875138436624,1,10.420875138436624,1,10.420875138436624,1,10.420875138436624,1,10.420875138436624,1,10.420875138436624,1
0,daltojohnso,5.533153618513288,1,5.533153618513288,1,5.533153618513288,1,5.533153618513288,1,33.20932401310762,2,5.533153618513288,1
0,jeff-bruemmer,2.2892306383519023,1,2.2892306383519023,1,2.2892306383519023,1,2.2892306383519023,1,2.2892306383519023,1,2.2892306383519023,1
0,dpsutton,15.509939273100336,1,15.509939273100336,1,15.509939273100336,1,15.509939273100336,1,15.509939273100336,1,15.509939273100336,1
0,frannietrempe,1.1701881447700855,1,1.1701881447700855,1,1.1701881447700855,1,1.1701881447700855,1,1.1701881447700855,1,1.1701881447700855,1
0,rlotun,16.11213445534842,1,16.11213445534842,1,16.11213445534842,1,16.11213445534842,1,16.11213445534842,1,16.11213445534842,1
0,flamber,0.46508934152412507,1,0.46508934152412507,1,0.46508934152412507,1,0.46508934152412507,1,0.46508934152412507,1,0.46508934152412507,1
0,pawit-metabase,0.29917084000016153,1,0.29917084000016153,1,0.29917084000016153,1,0.29917084000016153,1,0.29917084000016153,1,0.29917084000016153,1
0,escherize,26.086672170369603,2,26.086672170369603,2,26.086672170369603,2,26.086672170369603,2,26.086672170369603,2,26.086672170369603,2
0,iethree,23.699423124080898,2,23.699423124080898,2,23.699423124080898,2,23.699423124080898,2,24.046571281058785,2,23.699423124080898,2
0,paoliniluis,4.300998261869394,1,4.300998261869394,1,4.300998261869394,1,4.300998261869394,1,4.346149893830485,1,4.300998261869394,1
0,gvwilson,22.831609565511975,2,22.831609565511975,2,22.831609565511975,2,22.831609565511975,2,25.861330758561664,2,22.831609565511975,2
0,mazameli,2.3688951172236026,1,2.3688951172236026,1,2.3688951172236026,1,2.3688951172236026,1,31.36756478790363,2,2.3688951172236026,1
0,tsmacdonald,43.57907432550417,3,27.911797738490034,2,27.911797738490034,2,27.911797738490034,2,27.911797738490034,2,27.911797738490034,2
0,qnkhuat,38.9895349154,2,38.9895349154,2,38.9895349154,2,38.9895349154,2,43.32919813402659,3,38.9895349154,2
0,losrebellos,3.6451629217429296,1,3.6451629217429296,1,3.6451629217429296,1,3.6451629217429296,1,3.6451629217429296,1,3.6451629217429296,1
0,paulrosenzweig,2.8505754016744467,1,2.8505754016744467,1,2.8505754016744467,1,2.994308493562865,1,2.8505754016744467,1,2.8505754016744467,1
0,kdoh,37.75957266557094,2,37.75957266557094,2,37.75957266557094,2,37.75957266557094,2,37.75957266557094,2,37.75957266557094,2
0,kidd,67.6339083969836,4,67.6339083969836,4,67.6339083969836,4,67.6339083969836,4,67.81258902583436,4,67.6339083969836,4
0,robdaemon,7.354194750167503,1,7.354194750167503,1,7.354194750167503,1,7.354194750167503,1,7.354194750167503,1,7.354194750167503,1
0,walterl,11.471758492380173,1,11.471758492380173,1,11.471758492380173,1,11.471758492380173,1,11.471758492380173,1,11.471758492380173,1
0,ellie-metabase,0.2967389027590806,1,0.2967389027590806,1,0.2967389027590806,1,0.2967389027590806,1,0.2967389027590806,1,0.2967389027590806,1
0,Opalevanescence,7.848719456716912,1,7.848719456716912,1,7.848719456716912,1,7.848719456716912,1,7.848719456716912,1,7.848719456716912,1
0,sbelak,2.920683817675277,1,2.920683817675277,1,2.920683817675277,1,2.920683817675277,1,2.920683817675277,1,2.920683817675277,1
0,dianaafanador3,6.70992893404901,1,6.007555176162731,1,6.007555176162731,1,6.007555176162731,1,6.007555176162731,1,6.007555176162731,1
0,tgoyne,20.798905634268518,2,20.798905634268518,2,20.798905634268518,2,20.798905634268518,2,20.798905634268518,2,20.798905634268518,2
0,leemaguire,0.9198834383538577,1,0.9198834383538577,1,0.9198834383538577,1,0.9198834383538577,1,0.9198834383538577,1,1.7821256853795295,1
0,kneth,9.953629292455467,1,9.953629292455467,1,9.953629292455467,1,9.953629292455467,1,9.953629292455467,1,9.953629292455467,1
0,danieltabacaru,0.2967389027590806,1,0.2967389027590806,1,0.2967389027590806,1,0.2967389027590806,1,0.2967389027590806,1,0.2967389027590806,1
0,pavel-ship-it,1.526562445155949,1,1.4633256616088177,1,1.4633256616088177,1,1.4633256616088177,1,1.4633256616088177,1,11.467573347189063,1
0,mpobrien,30.153553200530432,2,30.153553200530432,2,30.153553200530432,2,30.153553200530432,2,30.153553200530432,2,30.153553200530432,2
0,ericjordanmossman,0.7781720339762036,1,0.7781720339762036,1,0.7781720339762036,1,0.7781720339762036,1,0.7781720339762036,1,4.079230542052495,1
0,jsflax,7.629924578803767,1,7.629924578803767,1,7.629924578803767,1,7.629924578803767,1,7.630576271897562,1,7.629924578803767,1
0,DominicFrei,25.367561306635373,2,25.359396469031896,2,25.359396469031896,2,25.359396469031896,2,25.359396469031896,2,39.461143708984416,2
0,jedelbo,2.1942982704193454,1,2.1942982704193454,1,2.1942982704193454,1,2.1942982704193454,1,2.1942982704193454,1,2.1942982704193454,1
0,finnschiermer,0.8438157021244265,1,0.8438157021244265,1,0.8438157021244265,1,0.8438157021244265,1,0.8438157021244265,1,0.8438157021244265,1
0,kraenhansen,19.944814954933186,1,19.944814954933186,1,19.944814954933186,1,19.944814954933186,1,19.944814954933186,1,19.944814954933186,1
0,fealebenpae,4.822011583328627,1,3.7098141533682787,1,3.7098141533682787,1,3.7098141533682787,1,3.7098141533682787,1,3.7098141533682787,1
0,stennie,9.016277657759707,1,9.016277657759707,1,9.016277657759707,1,9.016277657759707,1,9.016277657759707,1,9.016277657759707,1
0,nirinchev,10.07686060519138,1,10.07686060519138,1,10.07686060519138,1,10.07686060519138,1,10.07686060519138,1,10.07686060519138,1
0,bmunkholm,1.495725129178721,1,1.495725129178721,1,1.495725129178721,1,1.495725129178721,1,1.495725129178721,1,1.495725129178721,1
